,작성일,작성자,내용
5507,2022-07-19,everland_1,특별히 청년정책이 본격 시행되는 해 라면서 월 20만원 월세 지원 중산층까지 반값 등록금 완전 실현 등 주거와 교육에 대한 지원이 강화되고 청년내일저축계좌 희망적금 등을 통해 청년들의 자산 형성을 적극 지원하게 된다 . .
5497,2022-07-19,YOUTHMARU_NW,제 1기 남원시 청년협의체 소개 안녕하세요 청년마루 서포터즈 뚜기입니다. 여러분들께 제1기 청년협의체를 소개합니다. 남원형 청년정책 의제발굴 제안 및 추진을 위한 모니터링 청구 및 단체가 청년협의체인데요 자세한 내용은 블로그에서 확인하세요 블로그 . . 2030 222818948679 . 1549314933456011265 1 . 1549314933456011265 1 . 1549314933456011265 1 . 1549314933456011265 1
5498,2022-07-19,YOUTHMARU_NW,제 1기 남원시 청년협의체 소개 안녕하세요 청년마루 서포터즈 뚜기입니다. 여러분들께 제1기 청년협의체를 소개합니다. 청년협의체란 남원형 청년정책 의제발굴 제안 및 추진을 위한 모니터링 청구 및 단체 더 자세한 내용은 블로그에서 확인하세요 블로그 . . 2030 222818948679 . 1549311615065276417 1 . 1549311615065276417 1 . 1549311615065276417 1 . 1549311615065276417 1
5499,2022-07-19,seoulmania,접수중 내가 제안하는 서울시 청년 정책은 지금 숏폼 영상으로 응모하세요 2022 서울청년정책콘테스트 기간 7.11. 7.22. 대상 만 19 39세 전국 청년 주제분야 약자와의 동행 미래역량 강화 일상체감 정책 참여방법 59초 이내 영상 촬영 후 제출 2022 . . 1549299931948916736 1
5500,2022-07-19,Eta0Piscium,의도했던 의도하지 않았던 결과적으로는 은행들 구제해준게 아니면 뭐임 정말 청년들이 안타까웠으면 청년정책 예산 삭감하지 말았어야 했고 오히려 등록금 일부 면제해주는 정책을 하던가 지가 투기에 실패한 돈을 국가 구성원들이 왜 부담해야하는데 빚 갚던 사람은 호구등신임
5501,2022-07-19,XRQ2GqqS4a3aah5,영등포 청년정책 영 청 넷이 청년 네트워크 . . 6 222818478165
5503,2022-07-19,mediathenext1,대한민국에서 4050은 국민이 아닌가보다 청년 정책에 밀리고 노인정책에 밀리고 한 가정을 이끄는 국가의 중심인데 4050을 위한 정책도 좀 내놔라 우리가 봉이냐 세금만 삥뜯어갈생각말고
5504,2022-07-19,muepx4vW3QzuhC5,문재앙정권의 원전 울산선거 부동산 선거법 부동산 교육 대북 조국사태 청년정책 어떻게 잘못 되었는지 안다면 . . 문 사라지고 노 외쳤다.. 민주당 전대 확 달라진 풍경 . 다음 뉴스 . . . 20220718161907065
3599,2022-07-20,q9R0cnXWAlxJ0Gt,청년정책 다 똑같은 거 아니야 아니다. 서울시는 다르다. 그래서 내가 제안한다. 서울시 청년정책 2022 서울 청년정책 콘테스트의 모든 것을 알려준다 자세한 사항은 2022 서울청년정책콘테스트 에서 확인 2022 . 참고영상 . . 7 3 . 9 0 0 1549650320648970240 1 . 9 0 0 1549650320648970240 1 . 9 0 0 1549650320648970240 1
5490,2022-07-20,als_0813,아니 내가 지금 화가 안나게 생겻냐고 나는 보호받을 가족과 절연햇고 혼자 감당할 지출은 커졌고 청년정책 관련과 국비관련 거의 몇개씩 해봄 보험료는 상황상 내가 못낸다지만 앞을 봤을때 그것도 내가 감당해야하는데 지금도 못하는 감당을 앞날에 감당하겟냐고
5492,2022-07-20,120seoulcall,청년정책 서울시가 청년들의 일자리 미스매치를 완화하기 위해 장교동 청년일자리센터에 청년 일자리 매칭강화 전담창구 를 조성했다고 합니다 . 3 . 120 1549642070041972736 1
5496,2022-07-20,bbtte__21,시바 이럴꺼면 학자금 대출 상환이나 해주고 장학금 주는 청년정책에나 투자해 등록금 때문에 국립대 버리고 가고싶은 대학 갈까 말까 고민하면서 존나 학비 벌려고 알바뛰는 청년이 몇인데 도와주고 안도와주고 구별을 못 해
5495,2022-07-20,YoonYoungseok4,데일리안 월급 200만원 이하 대상 알바나 가능 생색내기 .. 청년내일저축 비난 쇄도 . . . 20220720013816514 청년정책 노인정책 개따위 정책 펼칠 돈 있으면 유기견 유기묘 정책 펼쳐라. 거의 무뇌집단이니. . 4 1549513283320705024 1
5494,2022-07-20,_sisanews,한 총리 청년정책조정위 첫 만남 청년 원하는 정책 만들겠다 . . . 206194
5491,2022-07-20,als_0813,돈 많이 모을수잇는 청년정책 몇백개를 내봐... 거기에 우리가 넣을 돈이라는게 얼마나 잇을까 버는 돈에 70은 이제 인상된 보험과 세금과 공과와 월세 이런쪽으로 다 쏠리고 국민은 모두 빈털털이가 될수도 있고 빚은 빚대로 쌓아놓고 빚투족인지는 빚갚아주면서 다수 국민한테는 쌓을필요없는 빚을
5493,2022-07-20,isisanews,청년정책 이관받은 이행숙 인천 청년들 먼저 만나겠다 . . . 220127
3761,2022-07-21,dreamnamgu,청년내일저축계좌 참여자 모집 안내 일하는 청년들의 목돈 마련을 지원하는 청년정책으로 7월 18일부터 8월 5일까지 참여자 모집하고 있습니다 자세한 내용이 궁금하다면 . . . 222822623742 청년내일저축계좌 청년정책 대구남구 대구남구청 청년희망적금 복지로 복지정책 . 1550006105954066432 1 . 1550006105954066432 1
3760,2022-07-21,youthseoul_,청년행복프로젝트 청년정책콘테스트 접수마감 1 아직도 숏폼 접수 안 했어 청년정책 제안하면 1 000만원을 주는 2022 서울청년정책콘테스트 가 접수마감까지 하루 남았다구 2022 . 서울청년정책 청년몽땅정보통 영상공모전 서울시장 릴스 숏폼 숏츠 . 1550043727007125504 1
5489,2022-07-21,jesusokm7,경상남도 4기 경남청년정책네트워크 청년정책 31개 제안 경상남도는 지난 20일과 21일 2일간 경남도청 대회의실에서 4기 경남청년정책네트워크가 제안한 정책에 대한 실행방안을 논의하기 위한 청년정책플랫폼 회의 를 개최했다. 회의에는 경청넷 16개 분과장 . 6
5488,2022-07-21,leesoo1001,4기 경남청년정책네트워크 청년정책 31개 제안 2. 5 5 6
5487,2022-07-22,leesoo1001,도봉구 청년정책 만드는 청년네트워크 활동가 30일까지 모집 2. 9
5486,2022-07-22,whats_up_boy,아니 이 씨발 새끼들 이래놓고 국고에 돈없다고 다 예산 삭감함 법인을 가진 가구면 상속세 내는돈 기본이 억대인데 이건 납기 무기한 유예해주고 각종 예술계 청년정책 건보료 지원은 돈모자라서 중단 지랄 개지랄 진짜 이걸로 만족하냐 투표한새끼들아
5485,2022-07-22,DarknessSworn,걍 이번 정부가 한다는 청년정책 암것도 신청하고 싶지 않음.... 적금 넣어도 보장될 것 같지가 않다
5484,2022-07-22,Youth_Future_,체험 부문 플래시몹 크리에이터 페스티벌 치어리딩 페스티벌 해외청년퀴즈대회 4차산업 취 창업 페스티벌 스타트업 어워즈 공공기관 홍보관 지방자치단체 청년정책 홍보관 체험존 이벤트존 포토존 등
5483,2022-07-22,xuQd0WVh9W0ZeKx,내 인건비는 노동 정책과 청년 정책에 어떤 형태가 되든 투영이 된 거야. 시가 200억 건물이 있다는 나꼼수 김어준 좋겠다.
5482,2022-07-22,noyR_Ryon,청년정책 뭐 애매하게좋긴한데 애매하게구린거 맨날나와서헷갈려 그거 1년짜린줄알앗는데 2년짜리엿나보 네
3759,2022-07-22,youthseoul_,청년행복프로젝트 수기공모전 2022 서울시 청년정책 참여 사례 수기공모이벤트 1편 서울청년 훌훌 털고 일어나다 서울시 청년 정책에 참여한 경험과 그로 인한 변화를 수기 형태로 작성하고 대상에 도전해 보세요 자세한 사항은 . 3 . 1550298912254152705 1
5481,2022-07-22,d_ec_em_b_er,이 청년과 저 청년을 가려 챙기는 게 진짜 청년 정책이겠어 청년 핑계로 그 뒤에 있는 놈들 비자금 챙겨주는 거겠지
5480,2022-07-22,BreakNewsCom,젊음의 도시 경산 청년정책 참여단 공식 활동 들어가 브레이크뉴스 . . 911066
5478,2022-07-23,cherry__bs,뭐야 개빡치네 과세하면 또 세금으로 처 가져간단 거네... 청년 정책 제대로 해주고 있는 것도 없으면서
5479,2022-07-23,fitred111,동부고용센터 첫 방문 제출서류 취성패 1타입 청년정책 취업성공 패키지 후기 1탄 . . 8 99 6 80 3 0 9 9 84 84 0 2 0 9 8 0 9 6 9 84 9 5 98 7 8 84 1 8 8 1 83 80 9 85 2 85 84 0 95
5477,2022-07-24,dangdangguli,서울시 청년정책 이거저거 보다가 또 불현듯 보드게임 모임 만들고 싶어짐 다신 총대 안 매려고 햇는데 나만 보드게임 진심이잔아 또 볻겜 하고 십다 ..
5476,2022-07-25,happyjejudo,오영훈 지사 청년들이 다시 도전할 수 있도록 조력자 역할하겠다 23일 오후 도청 탐라홀서 제주청년 갭이어 프로그램 오리엔테이션 제주도청 보도자료 . . . . 오영훈 제주도지사 갭이어 청년정책 제주형 청년보장제 . 1551376420425056256 1
5475,2022-07-25,jinkyuchoe,이장우 대전시장 청년정책 등 핵심사업에 예산 효율적 사용 지시 . . . 39537
5474,2022-07-26,face4468,처음 들어보는데요 청년들도 모르는 대전시 청년정책 . . . 2015222
5470,2022-07-26,seongdongpress,청년들과 소통은 이렇게 ... 성동구 청년친화 헌정대상 소통대상 성동구 청년정책 소통 모범구 소통대상 수상 . . . 27364
5469,2022-07-26,dald_a,2022년 청년정책 알아보기 1 국민취업제도 2030 모두 혜택 챙겨가세요 . . 2022 85 84 2 85 84 0 95 1 85 95 8 95 84 3 4 8 0 1 5 7 8 97 85 0 9 8 84 2030 8 91 90 98 9 83 9 1 99 2 8 0 80 84 8 9 94
5473,2022-07-26,youthseoul_,청년행복프로젝트 서울시 가 청년들의 마음 기댈 곳이 되어준다 청년마음건강지원사업 3차 모집이 시작됐어 1 2차 때 신청 못했다면 지금 바로 . 3 6 청년몽땅정보통 서울청년정책 청년마음건강 마음건강 청년우울 우울증극복 청년지원 심리상담 . 1551740744762724352 1
5472,2022-07-26,immulgam,님들 서울시 청년정책 마음건강 심층상담 신청 시작햇서요 . . .
5468,2022-07-26,hyechulson,천안시 삶 전반에 걸친 체감가능 청년정책 중점 추진 . . . 524994 . 1551856460744708096 1
5471,2022-07-26,alwaysb19,천안시 삶 전반에 걸친 체감가능 청년정책 중점 추진 보도뉴스 . . 339910
5467,2022-07-26,in_theair_,강기훈 은 대안우파라고 주장하는 자유의 새벽당 의 창당 발기인이다. 강 대표는 지난 대선 동안 권 원내대표와 상당히 가깝게 지내며 청년 정책과 관련된 조언을 한 것으로 알려졌다 권 원내대표의 사진이 공개되자 강 대표는 자신의 유튜브 채널을 비공개로 전환했다
5466,2022-07-26,Gonamuri,애초에 윤석열 안철수 밑에일하는 자칭 청년 전부 대안우파라 놀랍지않음 강기훈 41 은 자유의 새벽당 당 대표로 추정된다. 대선 동안 권 대행과 가깝게 지내며 청년정책 조언을 한것으로 알려져있다. 윤석열 권성동 문자에 등장하는 강기훈은 누구 대안우파 정당 대표 . . 20220726523246
5465,2022-07-26,pp_w_a_z,윤석열 권성동 문자에 등장하는 강기훈은 누구 대안우파 정당대표 . 1 강기훈 41 은 2019년 창당한 대안우파라 주장하는 자유의 새벽당 을 창당한 발기인이자 당대표로 추정된다. 강대표는 지난 대선동안 권대행과 가깝게 지내며 청년정책과 관련된 조언을 한것으로 알려져있다. . 1551934872838864896 1
5457,2022-07-27,moonriver_ever,강기훈씨는 1980년생 연세대 법대를 졸업했으며 자유의새벽당 초대 공동대표를 맡는 한편 21대 총선 때 비례대표로 출마했다가 낙선한 인물이다.지난 대선 당시엔 권 대행에게 청년 정책과 관련된 조언을 하는 등 서로 가까운 사이인 것으로 알려졌다.문제는 자유의새벽당이 극우 성향 정당이란 점. . 1552207160293363712 1
5464,2022-07-27,minzoo550918,주간조선 보도입니다. 강 대표는 지난 대선 동안 권 대행과 가깝게 지내며 청년 정책과 관련된 조언을 해온 것으로 알려져 있다. . . . 21392 . 550918 1551953522664427521 1
5463,2022-07-27,khkim2744,권성동 글에 나오는 강기훈은 대통령실 기획비서관실 행정관 근무중이며 극우유튜버임 펌글 강기훈 은 대안우파라고 주장하는 자유의 새벽당 의 창당 발기인이다. 강 대표는 지난 대선 동안 권 원내대표와 상당히 가깝게 지내며 청년 정책과 관련된 조언을 한 것으로 알려졌다. . 2744 1552053793185239040 1
5461,2022-07-27,baguseog10,천안시 삶 전반에 걸친 체감가능 청년정책 중점 추진 . . 43963
5460,2022-07-27,alwaysb19,천안시 천안시 2022년 청년정책 아이디어 공모전 심사결과 발표 보도뉴스 . . 340335
5459,2022-07-27,hyechulson,천안시 2022년 청년정책 아이디어 공모전 심사결과 발표 . . . 525089 . 1552177405254844416 1
5458,2022-07-27,kwonjw365,지난 26일 경기도 청년정책 숙의토론단 단원으로 선정되었습니다. 경기도 청년기본계획 수립을 위해 최선을 다하도록 하겠습니다. 경기도 정책 제안의 좋은 기회를 주신 경기청년지원사업단에 감사드립니다 . 365 1552180718775971840 1
5456,2022-07-27,czxmn,권성동 원내대표가 함께 하자고 제안한 강기훈 은 대안우파라고 주장하는 자유의 새벽당 의 창당 발기인이다. 강 대표는 지난 대선 동안 권 원내대표와 상당히 가깝게 지내며 청년 정책과 관련된 조언을 한 것으로 알려졌다. 윤석열 대통령비서실 행정관으로 있다. . . . 003 0011327821
5448,2022-07-28,dy1843,권성동 문자속 강기훈 자유의 새벽당 대표 이런 사람.. 대선 과정 청년정책 적극 조언 여가부 폐지 장병 월급 200만원 멸공 챌린지 . 1843 1552533611379032064 1
5449,2022-07-28,jd89101,요약 자유의새벽당은 2019년 강기훈이 창당한 극우 정당. 차별금지법 저지 안티페미니즘 탈원전 반대 친중 정치인 적폐 청산 등 정책 추진. 강씨는 대선 당시 윤석열 캠프에서 청년 정책을 담당했고 현재 대통령실에서 근무. 국민의힘 권성동과 윤석열 대통령 간 텔레그램에 등장.
