,작성일,작성자,내용
17443,2023-05-05,hong_gil_dong12,공인중개사도 못 믿겠다 나날이 발전하는 전세사기 오늘이뉴스 . 2 0 출처
17442,2023-05-05,coreaeroc,230505 김준수 기자의 포커스 전세사기는 사회적 재난 . 6 강진구 기자의 시민언론 더탐사와 이재명 대표의 민주당을 공격하며 낙지수박들을 지지하는 사기타파 사기꾼 범죄자 개장수 개종원 정츤수 공개수배 쌀처리
17441,2023-05-05,coreaeroc,230505 김준수 기자의 포커스 전세사기는 사회적 재난 . 2 8 3 4 강진구 기자의 시민언론 더탐사와 이재명 대표의 민주당을 공격하며 낙지수박들을 지지하는 사기타파 사기꾼 범죄자 개장수 개종원 정츤수 공개수배 쌀처리
17440,2023-05-05,bamhane48537550,230505 김준수 기자의 포커스 전세사기는 사회적 재난 . . 2 8 3 4
17439,2023-05-05,joom1217,윤석열리스크 굥정권은 사회적 재난 전세사기도 사회적 재난 . 2 8 3 4
17438,2023-05-05,richard_soros,마약 폭증 돈 봉투 사건 전세 사기 라덕연 사건 김남국 코인 사건이 하나의 연결 고리로 이어진 하나의 사건 같다.
17436,2023-05-05,mynichii,시발... 전세사기너무어려워요 사기를왜쳐씨발착하게좀살아개것들아
17435,2023-05-05,mynichii,독립하고싶어.. 집에서 살기싫어 근데 전세사기 공부하니까 무서워서 집나갈엄두가않남
17434,2023-05-05,mynichii,아니진짜실환가 전세사기같이 개.처.어려운주제를주실거면 좀 일찍 공지를해주시면안될까요 어떻게 목요일에 공지해주고 토요일까지 써서내래.. 전 토요일에 알바가있단말이에요......
17433,2023-05-05,suya0509,자막뉴스 답장 없어..큰일 났네 이거 전세피해 기자도 당했다 뉴스 아이고 기자님이 전세사기 피해자 . 0 2
17432,2023-05-05,EMELINE8z,울산도 전세사기 피해 속속..임시거처 지원
17430,2023-05-05,_yam_nyam,내년에 집을 사야겠다 25평 2억 아래로 내려갔으면 좋겠네 전세 사기가 만연하고 지금 전세 대출 금리가 디딤돌 대출 금리의 2배라서 뭔가 시간이 갈수록 손해를 보고 있는 기분이거든 그리고 일단 내 집이 생기면 좋은 점 이사를 생각하지 않아도 된다 이제 나도 늙어서 그런가 집 옮기기 귀찮아
17429,2023-05-05,baggwan28720338,수입자동차 투자 및 전세사기를 미끼로 사기치는사람 입니다 미국 에서 사업을 한다고 소개 후 돈만 가로채고 잠적합니다 신원미상이고 수배중이나 수사지연으로 피해가 늘지않도록 공유 및 주의바랍니다 애견 사기 서울 사기꾼 전세사기당해서친구집에서 투자사기 노래 강아지 . 28720338 1654486989935112198 1
17428,2023-05-05,YONGD77DRAGON,소수자 차별법이라고 비난할 것이 아니라 전세사기 분양사기가 워낙 많아서 그에 따른 불신여론이 못지않게 반응하고 있다는 사실을 수긍했으면 좋겠는데. 그게 굳이 소수자 차별법이라는 식의 여론몰이로 질타할 수 있는 문제는 아니라고 봐요. 깡통전세 라는 키워드를
17426,2023-05-05,bxftymnezld,표류하는 전세사기 특별법...여야 접점 찾을 수 있을까
17425,2023-05-05,_0her,동생이랑 전세집 구해서 들어가려고 했는데 그 시점에 전세사기 뉴스 뜸. 매매하자 싶어져서 지켜보는 중인데 지금은 금리도 미쳤고. 일단은 울 옆집 매매 안나오나 싶어서 존버 중. 30년째 거주중인 울아파트 오래되고 엘베없는거 말고는 경치도 좋고 채광이랑 위치도 쨩잉데 나올때가 되얏는데.
17424,2023-05-05,maguni2021,막짤에 요즘같은 전세사기 배쩨라 감옥간다는 효력이 없다는게 더 공포임
17446,2023-05-05,wspaper,전세 사기와 깡통전세는 사회적 재난이다. 정부가 책임져라 . 29377
17474,2023-05-05,aasssdddaaa,총선 1년전 현시점에 딱 한놈만 패야한다면 문재앙도 이재앙도 탈원전비리도 방문진 라임 옵티머스 펀드사기도 전세사기도 주가조작도 아니고... 북한의 놀이터 중앙선거관리위원회 줘 패야한다. 북해킹 관련 선관위에 대한 의혹...누군가는 수사해야 . . . . 291791
17449,2023-05-05,aprplus,전세사기 피하려면 등기부등본 적어도 4번 확인하세요 경제 네이트 뉴스 . 0
17472,2023-05-05,jinChun06534413,오지게 한다 그래서 전세사기에 등떠밀었어 너네가 최고의 사기조직아니냐 국민들에게 사기치고 있잖앗 . 06534413 1654379324265607170 1
17470,2023-05-05,i_ilyo,구제 대상 선정과 지원책 모두 실효성 부족 지적 정부는 주거 안정성 피해자들은 보증금 반환 입장차 전세사기 미추홀구 우선매수권 금융지원 부동산 . . . 451232
17469,2023-05-05,CarrionCrow02,확장성을 강조하면서 전세사기 피해자 구제를 내세웠네 확장성 없을 것 같다. . . 20230502104815684
17468,2023-05-05,yVljHQd5c5h08Oh,전세사기 피하려면 계약 전 3가지 확인하세요 출처 강릉감자 .. . . 59 223094253579 블로그 . 5 8
17467,2023-05-05,gimhaej37994897,전세사기 피하려면 등기부등본 적어도 4번 확인하세요 매일경제 자세한내용은 . . 85121628
17466,2023-05-05,Malkwallyangi,벽에 똥칠하던 전세사기 뉴스가 사라졌다. 현 전 정권에겐 부담이지
17463,2023-05-05,gwonhyeongsu2,전세사기 국가가 구제하기전에 전세사기범들의 전자산을 몰수하고 그 협력자들인 공인중개사들한테도 강력하게 책임을 물어야 될겁니다 범죄수익금을 최대한 환수해서 피해자들을 구제한 후에 그것이 안될시에 국가가 구제하는게 좋을듯합니다 사기범들을 끝끼지 추적해서 범죄수익금을 전액환수우선
17461,2023-05-05,baggwan28720338,수입자동차 투자 및 전세사기를 미끼로 사기치는사람 입니다 미국 에서 사업을 한다고 소개 후 돈만 가로채고 잠적합니다 신원미상이고 수배중이나 수사지연으로 피해가 늘지않도록 공유 및 주의바랍니다 애견 사기 서울 사기꾼 전세사기당해서친구집에서 투자사기 노래 강아지 . 28720338 1654410226605629441 1
17460,2023-05-05,kkm8110,케이부동산뉴스 정명근 시장 전세사기 피해자들부터 만나야 진보당 화성시위원회 성명 내고 촉구 . . 7707
17459,2023-05-05,leopard0303,42256773 땅투기 코인투기 성추행 전세사기 이번 얍 주가주작범들 다 민주당
17458,2023-05-05,yongddy,아시아경제 언론사 뷰 전세사기 하나 지원 못하는 자들이 지껄이는거 하고는 . . 20230505165226403
17457,2023-05-05,jeonsunsa,인천 미추홀구 전세사기가 가능했던 이유 . . . 2023050507450173565 612 8 90 2023050507450173565 220709 8 90
17455,2023-05-05,mmowqq,영상 전세사기 예방 어떻게 전문가 조언은 이렇다 . . . 2023050507000144402 214 8 90 2023050507000144402 220709 8 90
17454,2023-05-05,woriini_77,전세사기가 불붙인 공인중개사 책임론 중개사 전문가 인식차 뚜렷
17452,2023-05-05,pvvdtc5fs,여당 전세사기 후속대책 법안 발의 보이스피싱처럼 재산 몰수 . . . 2023050514340282475 530 8 90 2023050514340282475 220709 8 90
17523,2023-05-05,ilpyungdad,미추홀 전세사기 남 씨 40억 돈세탁 옥중지시 . . 20230505072812983
17526,2023-05-05,fptoe1172,서울 전세사기 지원 센터 야간 주말에도 문 연다
13306,2023-05-05,ijongwo12065964,전세사기 특별법 무자본 갭투자에도 적용가능 544. . 396 갭투자 무자본갭투자 전세사기 전세사기특별법
13302,2023-05-05,yunjaegug8039,시급 하다더니 여야 갈등에 또 지연된 전세사기 특별법 . 1 1 6 전세사기 특별법 이번주에야 겨우 국토위 논의 시작 조속한 처리 강조하던 여야 기존안 고수 움직임에 소위서만 1주일 발목 여야 습관성 기싸움에 피해자 불안 계속 전향적으로 입법해야 지적
13304,2023-05-05,goodjb,시급 하다더니 여야 갈등에 또 지연된 전세사기 특별법 전세사기 특별법 이번주에야 겨우 국토위 논의 시작 조속한 처리 강조하던 여야 기존안 고수 움직임에 소위서만 1주일 발목 여야 습관성 기싸움에 피해자 불안 계속 전향적으로 입법해야 지적 . 3
13305,2023-05-05,syj52,국토위 법안소위 전세사기 특별법 심사 재개 . . . 20230502149900001 발상이 잘못됐다 이법 역시 전세사기를 방조하는 법에 불과하고 당한 이후에 피해자 지원방안 마련 법일 뿐이다 이게 무슨 나라법이냐 여야할 것없이 정신차려라 국가예방 책임없는 사후대책은 대국민 정치적 사기일 뿐이다
17549,2023-05-05,rorjartrl,유동규에게 속아서 대장동 위례 신도시 해줬다는 분이 이재명인데 그렇게 다 속는 이재명이 전세사기를 어떻게 막아요
17548,2023-05-05,yang_youngbin,최근 전세사기 문제 와 이와 관련된 후속절차인 경매제도 를 이해하는 데 도움이 되는 내용입니다. 내용이 상당히 알찹니다. 부동산 과외 받는 느낌이네요. . . 1 223074100043
17546,2023-05-05,HATZYA_,나한테서 시사뉴스다큐를 떼어내야함 진짜 보면서 착잡함에 사무침 공부하면서 자료로 보는데 증말루 . 전세사기 정부정책 청년고독사 청년빈곤 이런것만보니세상이너무어둡다구요
17545,2023-05-05,busanjjintta,개인적으로 사회 문제보다 정치에 관심을 가지는 사람들이 많은거 같음 요즘 사회문제 정말 심각함 마약 전세사기등 범죄가 심각해지고 인구문제도 심각하지 각 초등학교는 초등학생이 없어서 폐교하는 학교가 늘어나고 나는 신이다를 통해서 사이비종교의 위험성도 대두되었지 이게 중요한데
17544,2023-05-05,bagyebi88534435,대학생 입장에서는 자취할 곳이 빌라 밖에 없는데 대학생도 전세사기 당했다 . 7 0
17543,2023-05-05,bagseongim2,구리시 전세사기 피해예방을 위한 한국공인중개사협회 구리시지회 간담회 개최 . 4
17542,2023-05-05,rainbowmach1,전세사기와 주가조작 산적해 있는 문제를 해결 해야 할 시국 자기 살겠다고 목소리 높이는 그대들은 국짐당하고 뭐가 다른가 그리고 남의 말에 귀기울리지 못한 그대들이여 이제는 국제 정세와 경제동향에 더 귀 기울리고 계속 정부를 압박하고 나서야 할때.
17541,2023-05-05,codedragon_twt,깡통전세감별기 전세사기 사전예방 피해방지 주의사항 . 2 . 1654175838764400665 1
17547,2023-05-05,EMN47942958,문재인의 5년 성과를 훼손 도대체 그 성과가 무엇인지 도저히 모르겠네. 중국에 굽신거리면서 바른 말 한 마디도 못하고 깨갱한 것 북한에 다 퍼주면서 비하발언까지 감수한 것 집값이 비정상 적으로 오르고 전세사기를 도와준 것 그 미친 성과를 다 셀 수가 없네
17539,2023-05-05,Alisvolatprop12,주택 여러채 무자본 갭투자 도 전세사기 특별법 적용 가능성 법무부는 임대인이 자기자본이나 특별한 수익 없이 전세보증금을 지렛대 삼아 다수 주택을 무리하게 매입하는 등 미필적 고의가 인정되는 경우도 포함돼야 한다는 의견 . . 2023 05 04 7 5 475 4 36 3
17527,2023-05-05,awugfq7ze,서울시 전세사기 상담 석달 새 1800건 피해자 대출 지원 연장
17540,2023-05-05,thetamsa,시민언론 더탐사의 새로운 영상입니다. 230505 김준수 기자의 포커스 전세사기는 사회적 재난 . . 5 예정된 영상일 경우 해당 시간에 공개됩니다.
17529,2023-05-05,YoungseokYoon3,단독 40억 송금 정리 건축업자의 옥중 업무지시 2023.05.04 뉴스데스크 . . 2023 6480695 36199. 유튜브 영상 . 출처 전세사기 건축업자 망상지구
17533,2023-05-05,ProgradeStryker,전세사기 및 빌라왕 사태를 바라보는 전혀 다른 관점에서의 시선. . 4
17532,2023-05-05,NewsAll08855120,노컷뉴스 시급 하다더니 여야 갈등에 또 지연된 전세사기 특별법 발행일시 2023 05 05 오전 5 15 . . . 5938822 뉴스 최신뉴스
17537,2023-05-05,hanyoungpark4,전세사기로 인한 피해가 계속 커지네. 그러고 보면 전세제도자체가 사기아닌가싶네. 남의 돈으로 재산불리고 실패했을때 간편하게 털고 나갈 수 있는 제도잖아. 크게보면 월세만 유지하는게 합리적이고 이를 위해선 지역 쏠림이 해결되야 한다.
17538,2023-05-05,lazy_lazzzy,전세금만이 전재산인데 전세사기 당하면 망. 주거 중인 집이 유일한 재산인데 주거가 불안한 곳이 되고 팔리지도 않으면 망. 소득이 불안하거나 넘 적어서 생계유지만 겨우 한다면 주거가 흔들릴 때 넘 막막해지는거고. 병원비들어갈 일 생겨도 그렇고..... 하아... 그노무 돈.....
17528,2023-05-05,unsg1809,임대인이 전세보증금을 받을 때부터 돌려주지 않겠다는 고의가 없더라도 차후 전세보증금을 돌려주지 못한다는 상황을 감지하면 사기죄 유죄 판결을 내리고 있다. 무자본 갭투자로 전국에 오피스텔과 빌라 3400여채를 사들인 전세사기 일당 3명은 지난달 25일 1심 법원에서 각각 징역 5 8년을 선고
17398,2023-05-06,DamPepxEY4IKTSh,전세사기의 원인부터 예방법까지 한방에 알려줍니다 별주부쩐 .9 . 2 1 9
17396,2023-05-06,COREA_FREEDOM,. . 3 8 0 송영길과 전세사기 2700억 초문순 좌익파쇼 더민당은 돈 해처먹기 아니면 설명이 안 된다. 부패하고 타락한 쓰레기들 좌익파쇼 더민당과 그 지지자들 그리고 이들에 빌붙은 바미당 개승민 개준석 하태경 등
17395,2023-05-06,NOWhaoo,땅땅땅 바지사장 전세사기 보도 후 2년 달라진 건 없었다
17394,2023-05-06,jnjfilm,장물아비나 다름없는 공인중개사도 분명히 책임 있다. 전세사기가 불붙인 공인중개사 책임론 중개사 전문가 인식차 뚜렷 . . 2 5
17391,2023-05-06,sunikiii,좌파 5년 국고는 비었고 국가부채는 2배고 전국이 전세사기고 온통 임야에는 널부러진 중국산 태양광 패널이고 라임 옵티머스 뿐 아니라 온천지 수조 수십조 단위의 금융사기에 청소년까지하는 마약천지고 좌파 5년 더했으면 베세수엘라 빰치는 국가 . 1654680161437241346 1
17397,2023-05-06,DamPepxEY4IKTSh,이게 바로 빌라왕을 양산하는 법의 사각지대...전세사기 원인과 대책 그리고 여전한 사각지대 이대호 기자 야식잡썰 .91 .
