,작성일,작성자,내용
11798,2023-05-18,1025ksy,단독 정부 간호법 집회 앞두고 학생 동원 확인하라 논란 출처 서울경제 네이버 뉴스 . 2 씨발 공산당이세요
11797,2023-05-18,BAM0199,간호사들 윤석열 지지했다고 지지선언 사진들고와서는 스불재다 업보다 이러는 거 진짜 어이없네 심지어 간호법 반대중인 간호조무사가 지지선언한 사진도 섞어서는... 그 사람들이 2 뽑은 거지 그 사진만 보고 모든 간호사들이 윤석열 지지했으니까 업보다 할 수 있는 거임 그럼 이 사진은 . 0199 1659130179942486016 1 . 0199 1659130179942486016 1 . 0199 1659130179942486016 1 . 0199 1659130179942486016 1
11796,2023-05-18,rorolatte,간호법은 왜 싸우는건지 공부가 부족해서 이해가 안되네
11803,2023-05-18,boilingpointkr,아니 이 친구 고등학교 후배라서 어리버리한 줄 알았는데 똑똑한 친구네 이권 다툼 만 남은 간호법 논란 내 생명 살릴 의사 사라진다 중앙일보 . . . 25163303
11795,2023-05-18,LEJF2022,의료법에는 주사도 의사가 놔야 한다고 하죠. 드물게 의사가 주사를 놓는 경우가 있지만 대부분 간호사가 주사를 놓죠. 코로나 예방 주사는 모두 의사에게 직접 맞았습니다. 즉 우리는 그동안 의사들의 불법 행위로 불법 주사를 맞고 있었습니다. 의대정원두배이상증원하라 간호법지지
11813,2023-05-18,coreaeroc,간호법에 거부권 간호사협회 단체행동 예고 뉴스투데이 2023년 5월 17일 . . 9 강진구 기자의 시민언론 더탐사와 이재명 대표의 민주당을 공격하며 낙지수박들을 지지하는 사기타파 사기꾼 범죄자 개장시 개종원 정츤수 공개수배 쌀처리
11815,2023-05-18,joom1217,간호법 안타깝네요 까운 보니 생각나네요 . 1217 1659117051770986496 1
11831,2023-05-18,mslovegasieun,간호법이 통과했어도... 하지 말아야 할일...
11830,2023-05-18,wwwplaykoreanet,간호법 거부권 행사하는 것들이 어떻게 해서든 모진 방안을 만들겠지. 그 전에 빨리들 탈출하시면 좋겠다. 말 그대로 티슈노동자 생태계인 곳이 한둘이 아니다. 간호사 직군은 다른 직군에 비해 평범한 시민들과의 접촉면이 넓고 모집단이 커서 더욱 두드러져 보이는 것이다.
11828,2023-05-18,im_beautifullll,걍 간호사일도 검찰이 해라 간호법 윤석열 거부권
11827,2023-05-18,im_beautifullll,걍 간호사일도 검찰이 해라 간호법 윤석열 거부권을 거부한다
11826,2023-05-18,123goood,대체 민주진보진영은 지난 5년 180석 줬을때 뭐하고 이제와서 요구하고 투쟁하고 난동임 헌법개정 해바라기센터 판문점비준 간호법 양곡법 학자금대출이자 뭐 하나 한게없이 계파싸움 개싸움 하시다 왜 지금 요구하고 거부권쓰게 만들어 사회를 혼란스럽게 하시냐구요
11825,2023-05-18,vidamipreciosa,간호법을 보면 역시 도망쳐야겠다는 생각밖에 안든다
11814,2023-05-18,it_0_jeong,준법투쟁.. 그동안 늘 불법인 지시도 해줬더니 결과는 거부권이니까 하는 시위가 준법 투쟁인게 너무 슬프다.. 간호법 왜 거부했냐..
11824,2023-05-18,rua0131,오 갑자기 생각났는데 쌤이 괜찮아 그럴 수 있어 하고 웃으셔도 내가 쫄려서 그만 둠 독립하면 저게 다 나 혼자 해야하는 내 일인데 사고칠까봐 응.. 소오오올직히 간호법 재정되면 신규 가르치는거 1년동안 하라고 혼자 되는 일부터 천천히 독립 해주면 안되나 그정도만 해줘도 퇴사 줄어들 텐데
11822,2023-05-18,1mokiss,이권 다툼 만 남은 간호법 논란 내 생명 살릴 의사 사라진다 유재일이 소리내다 출처 중앙일보 네이버 뉴스 . 5 7
11821,2023-05-18,muncan76,인력 부족으로 인해 신경이 날카로와 져서 서로에게 상처 주는 경우가 있을 수는 있는데 진짜 태움 문화를 몰라서 이런 말들 하지 인사 안했다고 사람 반죽음 만들지 않나 온갖 쌍욕은 디폴트 수많은 사례들이 있는데 그게 간호법이 없어서야 그냥 그 조직 구성원들 문제가 커
11820,2023-05-18,qqqqqqqqqquilto,간호법 걷어차기로 미리 성의를 보여줬으니
11819,2023-05-18,urakirimono,전장연 시위에 물타기 한다고 간호법을 들고 나와서 누군가와 생각이 다를 수 있습니다 웅앵웅 거리는데 웃음이 나오네요. 두다리 멀쩡한 보행자는 휠체어 이용자 입장에서 보면 절대 기득권자요 강자이며 갑입니다. 계단 높은 보도블럭 비포장 도로 흙길 문턱 어디든 맘먹은대로 갈 수
11818,2023-05-18,jae_hyun123,1843 열받내 간호법 응원 했는대 지들이 지발등을 찍은거 였구만 앞으로는 반성하고 똑바로 처신하길 뒷통수 맞고 다니지 말고
11817,2023-05-18,st_123477,내일 시청 앞에서 간호법 관련 행사 잇음 많관부
11816,2023-05-18,sookpall_0o0,내일 시청 앞에서 간호법 관련 행사 잇움... 다들 많은 관심 부탁요
11823,2023-05-18,littleboy098,어...요양병원이 아니라 요양원 기사네요. 요양원은 간호사가 별로 필요없는 조직이기는 해요. 간호법 시행된다고 간호사 의무채용이 적용될지는 의문이지만요.
11833,2023-05-18,BBB_a_am_a,2023 05 18 16시 실시간 이슈 1 날씨 2 맨시티 3 인어공주 4 뷔 제니 5 김선교 6 간호법 7 하트시그널4 8 제노니아 9 밀란 10 분노의 질주
11794,2023-05-18,ttoleuleu14,이논리도 이상함 바쁜거랑 상관없이 사람을 괴롭히면 안되는건데 간호법이랑 뭔 상관이야
11792,2023-05-18,toy0330,개인적으로 강제성 없는 간호법보다는 간호사 1인당 적정 환자수 강제하는 간호인력인권법이 통과되기를 바라지만 준법투쟁은 의미가 있는거 같음. 다만 실행이 어려울거라 앞으로 어떻게될지 궁금함..
11770,2023-05-18,muncan76,간호사들의 처우 개선은 시급해 이건 이념을 떠나 당장이라도 개선 해야할 급선무가 맞는데 그거와는 별개로 그게 간호법이 아니면 안된다 이건 아니라는 거지 의료법 개정만으로도 간호사들 처우 개선 정도는 충분하거든 근데 이걸 반대 하고 있는게 간협이라니깐 문제의 본질을 제대로 봐야함
11769,2023-05-18,Sbing_bing2,아니 역할을 잘게 쪼갤만큼의 간호사가 없는데 대체 무슨소린지 환경이 열악하다고 징징대는거 맞다 사실이고 유휴간호사 및 퇴사율만 봐도 맞다 거기다 간호조무사 학력은 의료법 조항 그대로 가져온건데 간호법이 차별한다는건 어디서 나온소린지 . 7 3
11768,2023-05-18,glasses0_6,16 그런가용.. 수쌤 너무 간호법에 진심이라 암튼 감사합니당
11767,2023-05-18,Lachesis404,간호법 거부권 행사 미래를 불태우다 . . . 1092213.
11766,2023-05-18,jaesu_is_retry,뜬금없긴 한데 간호법 제정에 온갖 말도 안되는 말 갖다 붙이는 인간들 보면 병원에서 간호사한테 진상부려본 적 있을 거란 편견이 있음
11765,2023-05-18,bbntoday2020,간호법 거부로 투쟁을 하겠다는 간호사지도부는 민노총과 결국 한패가 되어 자기들 이익을 지키겠다는 조폭간호사입니다.
11764,2023-05-18,goodnurses,조무사협회의 오랜 숙원은 전문대학 간호조무과 신설입니다. 벌써 10년도 훨씬 전부터 추진했는데 정부에서 안된다고 했죠. 이번 목표는 그겁니다. 간호법 반대는 구실임.
11771,2023-05-18,moa_korea,간호법 시행한다고 해서 찍었을건데 2번 저들이 국민을 개돼지라 하는 이유 속은게 잘못이지라고 할겁니다
11763,2023-05-18,BBB_a_am_a,2023 05 18 20시 실시간 이슈 1 날씨 2 맨시티 3 뷔 제니 4 인어공주 5 김선교 6 흰개미 7 김태우 구청장 8 간호법 9 하트시그널4 10 밀란
11761,2023-05-18,_ziiu___,간호 집회 막을라고 지랄을 해라 지랄을 간호법 지정되면 타 직군 힘들어지는거 아니까 막는거지 열처받는 말 밖에늠 할 말이 업 다
11760,2023-05-18,yunjaegug8039,간호법 거부권 대규모 집회 앞두고 정부 대학당국 압박 정황 . . . 1092410. 간호계 집회를 앞두고 정부가 집회 참석 학생 수 파악 등을 명목으로 30여개 간호대학에 전화를 돌린 사실이 드러나 해당 대학 쪽은 정부가 집회 참석을 하지 못 하게 하려는 압박이라며 반발
11759,2023-05-18,ycass54,시선집중 간호법 거부권 에 준법투쟁 나선 간호사들...구체적 행동은 탁영란 대한간호협회 부회장 230518 방송 . 1 8 출처
11758,2023-05-18,poco___a__poco,아니 뭐 고졸자만 간조자격증 따는거 아니라고 대졸자도 많이들 딴다고요 왜 허위사실 유포함 니들 지금도 자기 업무영역 침범해서 일 하잖아 그렇게 해야만 돌아가는 같은 환경에서. 근데 간호법 제정되면 니들 밥그릇이 왜 뺏긴다는거야 원래 니들 업무가 아닌데 정당하게 대학 가서 공부하고
11756,2023-05-18,aleph1006,19333824 간호사로 일하는 지인께 이번 간호법에 관해 물어보니 그냥 자포자기 하는 심정이더군요. 결론은 간호조무사들과는 밥그릇 싸움이고 의사 개업의 들은 싼 임금으로 간호조무사 고용하면 개이득인 상황이더군요. 어떤 정권이 들어서도 바뀔 희망이 없다며 한참 일할 숙련된 간호사들은 3년차쯤 되면
11755,2023-05-18,ghvillain1,윤석열 대통령의 간호법 재의요구권 거부권 행사에 반발하는 간호계 집회를 앞두고 정부가 집회 참석 학생 수 파악 등을 명목으로 30여개 간호대학에 전화를 돌린 사실이 드러났다. 해당 대학 쪽은 정부가 집회 참석을 하지 못 하게 하려는 압박이라며 반발했다. . . . 1092410. 1
11754,2023-05-18,pika_marie1,진짜 간호법 거부권 행사한 거 꼭 돌려받아라. 나중에 볼품없이 늙고 병들어서 병원 입원했는데 간호사들 다 임상 떠나고 시니어들 하나도 없어서 제대로 된 케어도 못 받아봐야 아 내가 멍청한 짓을 했구나 생각이나 할라나 몰라 간호사들이 너같은 자식 때문에 임상을 울면서 떠난다.
11762,2023-05-18,googyeo,그러면 간호사들이 간호법 지지 왜하는데
11793,2023-05-18,muncan76,간호법 지지 한다는 것들이 예를 드는게 미국의 의료계잖어 확실히 거기는 의사 간호사 간호조무사 그 밖 임상실험관 등등 수많은 의료 종사자들의 역할이 세분화 되어 있고 서로 터치 못하게 되어 있음 사실 그게 맞긴 한데 미국은 의료 민영화된 나라인거 잊은겨 미국 처럼 되기 싫다며
11772,2023-05-18,muncan76,지금 간협이 지들 환경 열악 하다고 징징 대잖아 그럼 미국처럼 기존 간호사들의 역할을 잘게 쪼개서 다양한 직역으로 나누면 간호사들 본인들도 좋고 의료계 전체도 좋거든 근데 간호법은 되려 그렇게 잘려 나갈 본인들 영역 지키기인거여 그래서 환경을 개선할 의지가 없다고 하는거
11774,2023-05-18,hurcurer,간호법 반대하는 의사들은 원래 느그일을 간호사한테 못 떠넘겨서 반대하는건가 . . 20230518173035741 . 1659150758447824896 1
11791,2023-05-18,muncan76,아니 씨발 그 환경을 만드는게 거기에 속해 있는 사람들이잖어 고작 인사 안했다고 사람을 말려 죽이는게 그게 환경탓이야 인간 탓이지 간호법은 되레 그런 간호사들의 문화를 더욱 폐쇄화 시켜서 더이상 손도 못대게 만드는 거잖어 그래 그 땐 그 환경 어떻게 바꿀건데
11790,2023-05-18,PN144210911,대간협 이건 또 뭔소리 간호법과 간호사 처우개선의 내용은 별개. 간호법은 국민건강과 환자안전을 위한 소비자 중심의 서비스를 제공하겠다는 건데 처우개선이 간호사들의 근무 환경으로서는 중요하지만 간호법과는 직접적인 연결을 갖기는 어렵다 고 재차 강조했다. 진짜 힘 빠진다
11789,2023-05-18,tempo_rubato,그리고 당연히 혈액원 간호사들도 간호법을 지지합니다. 다만 이 법이 왜 필요한지에 대해 사람들을 설득할 때 제발 이런 식으로는 하지 말아주세요.
11788,2023-05-18,Startwith23,혹시 간호법 시위 가시는 분들 계시나요 저 금요일날 갈 것 같아요
11787,2023-05-18,dana_____i,굿모닝충청 서라백 만평 5.18정신 운운한 윤석열 말만 번지르르 취임 전 간호법 제정을 호언했다가 거부권을 행사한 윤 대통령 5.18 헌법 수록 또한 그리 될까 진정성에 대한 의심을 떨쳐내기 힘들다. 유세 당시 부산에서 전두환 두둔 발언을 했다가 허둥지둥 수습했던 전례도 있다. . 1659136857379344384 1
11786,2023-05-18,trp_night,교육부가 전국 주요 간호대를 대상으로 간호법 관련 집회와 관련해 강제 동원 및 참여 여부 출석 처리 등을 조사하는 것으로 확인됐다. 개별 대학에 따라 차이는 있으나 교무처를 통해 학생들의 의사와 상관없이 단체행동에 동원시켜서는 안 된다 대학의 공결 처리 기준을 준수해달라 등의 지시.. . 1659137242781347845 1 . 1659137242781347845 1
11785,2023-05-18,WVUDl_,간호사들이 간호법 제정안 거부권에 반발하는 차원에서 대리처방 채혈 등의 불법 의료 행위를 거부하는 준법 투쟁에 돌입했다. 대한간호협회는 17일 서울 중구 간협회관에서 기자회견을 열고 이 같은 내용의 간호사 단체 행동 1차 방향을 발표했다. . . 20230517121126539
11773,2023-05-18,muncan76,간호사들의 처우 개선 한다잖어 그리고 다른 직역간의 갈등을 심화 시키고 간호사들만의 리그를 만들 우려가 큼 사실 이게 주 목적이겠지만 근데 왜 간호법에 간호조무사 학력 제한을 왜 니들이 해 니들 문제나 다뤄 최저 학력은 몰라도 최고 학력 제한 이라는 듣도 보도 못한 제약 . 76 1659154302345297920 1 . 76 1659154302345297920 1
